domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
tools.usps.com,135096969,224760914,45714123,1.663700642,120.5565401,137399853
forecast.weather.gov,61538740,108087783,14439687,1.756418526,125.7232562,63463778
medlineplus.gov,43446281,59853666,31326999,1.377647629,80.35772843,43443234
irs.gov,35407896,102375898,19104114,2.891329606,163.8817342,35440653
usps.com,29937498,40242201,15206046,1.344207221,75.11012998,24681924
weather.gov,21761992,48897634,7767950,2.246928222,126.1392838,19907038
usajobs.gov,21491557,93984806,6098111,4.373103633,252.2756258,21795510
cdc.gov,21029913,40265055,15505428,1.91465628,103.6633001,21044387
whitehouse.gov,15932030,48829073,12197746,3.064836873,115.9715476,16111812
ssa.gov,14875430,42001169,8845880,2.823526379,197.680852,14851053
travel.state.gov,12791179,30981909,8258541,2.422130829,198.9440713,12948869
uscis.gov,11816090,29192470,5807870,2.470569368,225.4608392,10601801
nps.gov,11518993,39708950,7858603,3.447258801,239.7371873,11461859
login.usajobs.gov,11421484,16803515,2674637,1.47121994,68.51257367,10655126
reg.usps.com,9932951,18252435,3799797,1.837564184,68.83142784,9520824
nasa.gov,7768712,15992973,5634182,2.058638935,147.3108412,7638446
wrh.noaa.gov,6780673,15663119,1826767,2.30996525,150.9178751,6757819
ceac.state.gov,6546042,107866864,2151289,16.47818086,902.1498278,6486623
earthquake.usgs.gov,5527532,9245057,1962365,1.672546988,108.3142254,5529817
search.usa.gov,5496299,10760252,3904924,1.957726827,106.6036003,5439927
fda.gov,5443735,12398858,3968153,2.277638055,163.4100339,5148924
cns.usps.com,4949335,13064660,1391024,2.639679876,189.4996233,5205296
m.usps.com,4857159,11888460,1955509,2.447615983,143.7909315,4688042
egov.uscis.gov,4710896,23185773,1873236,4.921733148,188.9036075,5896237
opm.gov,4368091,14441211,2775955,3.306069173,197.4155971,4368091
bls.gov,4094609,10916419,2500187,2.666046746,151.2818723,4118225
petitions.whitehouse.gov,3990244,8568589,3242169,2.147384721,97.08362922,3924731
store.usps.com,3928540,17017577,2455242,4.331781527,119.7106719,3793703
epa.gov,3773135,8614296,2676922,2.283060638,155.8919795,3716763
studentaid.ed.gov,3767041,8230355,2942786,2.18483287,178.6009911,3808177
cancer.gov,3601733,5384316,2906220,1.494923694,87.87435632,3598685
apps.irs.gov,3562881,25404861,2537515,7.130426472,274.6714052,3316062
myhealth.va.gov,3463087,24106774,1323987,6.961065084,308.7736696,3664199
va.gov,3240645,6782197,2036259,2.092854046,175.9948402,2816329
studentloans.gov,3229218,10163773,2028641,3.147440959,315.4534482,3223886
osha.gov,3213983,9878864,1791725,3.073713831,229.5045966,3223124
usa.gov,3200270,5353083,2887176,1.672697304,99.03167358,3212459
mobile.weather.gov,3025821,4587486,466976,1.516112817,91.88821943,3021250
justice.gov,2996873,6185717,2091869,2.064057102,97.04626756,3002967
tsa.gov,2880320,5527532,2298314,1.919068715,105.2774251,2874987
cbp.gov,2791952,8406328,2104820,3.010914228,161.4747736,2784334
apod.nasa.gov,2760719,5577048,770929,2.020143303,103.6161667,2731009
